,QQQ_intraday_net,SPY_overnight_net,QQQ_overnight_net,SPY_buyhold,QQQ_overnight_gross,QQQ_buyhold
2020-06-11 20:00:00,150752.3675,154825.0552,252163.9998,267807.6105,294899.5799,519927.175
2020-06-12 20:00:00,148689.7462,158788.2436,257668.3546,271014.7806,301351.5321,524059.5762
2020-06-15 20:00:00,152777.9191,155544.0953,253799.4033,273544.8814,296841.7351,530435.9158
2020-06-16 20:00:00,152243.6543,159847.2781,259038.102,278809.9856,302983.717,539544.9724
2020-06-17 20:00:00,151750.1581,160390.9059,260678.4713,277651.8409,304917.5229,541255.6977
2020-06-18 20:00:00,152341.289,159518.3008,260344.4312,277758.7465,304542.0395,542722.0336
2020-06-19 20:00:00,150796.2431,161404.6449,262942.5317,276171.5845,307596.4361,542633.1647
2020-06-22 20:00:00,152682.3199,161035.7361,262783.0169,277943.2918,307425.2117,549141.4034
2020-06-23 20:00:00,152951.2954,162520.7721,264527.1606,279222.8581,309481.0259,553815.1367
2020-06-24 20:00:00,150261.4817,161361.6417,263684.7621,272100.2369,308510.9439,542397.874
2020-06-25 20:00:00,151628.3866,161024.5782,263768.9544,275017.2903,308624.8743,547561.2365
2020-06-26 20:00:00,148190.6895,160398.31,263487.7408,268485.2382,308311.2694,534630.5744
2020-06-29 20:00:00,149955.6151,161122.6536,263200.3514,272431.3135,307990.406,540461.6131
2020-06-30 20:00:00,152931.5404,160876.4539,263111.3224,275921.04,307901.626,551055.4085
2020-07-01 20:00:00,154683.9281,161499.6869,263140.6727,277853.8116,307951.3678,557487.3557
2020-07-02 20:00:00,154168.773,163426.3627,265785.29,279383.9224,311061.7393,561270.8541
2020-07-06 20:00:00,155935.4086,165590.3703,269207.7438,283696.8664,315082.7602,575069.4952
2020-07-07 20:00:00,155009.3853,164709.8753,268923.3983,280770.865,314765.7142,571107.9498
2020-07-08 20:00:00,156209.3597,165126.8262,270345.6914,282918.389,316446.1983,578630.4348
2020-07-09 20:00:00,156326.7695,165468.4812,272391.0397,281307.746,318856.1505,583504.4709
2020-07-10 20:00:00,157476.3547,165397.0479,272221.5781,284180.0593,318673.7246,587488.2721
2020-07-13 20:00:00,152530.198,166675.1243,275239.8701,281719.3548,322222.9944,575403.3332
2020-07-14 20:00:00,155168.7407,165825.0504,272447.5204,285370.1455,318970.1051,579476.158
2020-07-15 20:00:00,154609.8348,167667.8102,273961.6216,287991.9144,320758.6996,580655.7192
2020-07-16 20:00:00,155261.2425,166581.0599,270923.74,287043.4246,317217.9366,576694.1739
2020-07-17 20:00:00,155151.8021,167107.5932,271401.6038,287875.5902,317793.3165,577361.85
2020-07-20 20:00:00,159140.9573,166938.2179,272078.5166,290202.0745,318601.8262,593742.1724
2020-07-21 20:00:00,156524.1321,168041.6943,273717.0875,290819.4877,320536.51,587555.0398
2020-07-22 20:00:00,156764.8414,167831.6484,274232.1732,292474.8707,321155.7283,589624.8359
2020-07-23 20:00:00,152904.7047,167612.7355,273783.7147,288985.1442,320646.5923,574223.772
2020-07-24 20:00:00,153811.9357,166550.8069,269557.3153,287123.9568,315712.803,568771.0832
2020-07-27 20:00:00,155514.1966,166931.7623,271336.9484,289217.7927,317812.943,578919.7611
2020-07-28 20:00:00,154007.1132,166525.7378,270478.4526,287383.4493,316823.2902,571553.0673
2020-07-29 20:00:00,154815.9366,167020.3538,272139.5548,290917.9158,318784.8533,578140.8056
2020-07-30 20:00:00,156844.4573,165357.8273,269999.2846,289879.9459,316293.6755,581167.6043
2020-07-31 20:00:00,156765.8342,166390.8298,274928.1375,292170.6382,322083.4499,591538.841
2020-08-03 20:00:00,157565.2229,167294.6736,277200.3732,294201.8379,324761.5206,599528.6993
2020-08-04 20:00:00,158448.1397,166823.2834,276651.417,295338.236,324134.6144,601754.2865
2020-08-05 20:00:00,158539.6568,167522.5487,277149.1819,297172.5794,324734.0201,603245.43
2020-08-06 20:00:00,160750.1729,167216.5655,276930.824,299159.0391,324494.4082,611235.2883
2020-08-07 20:00:00,159211.3489,166688.0442,276352.3064,299373.7915,323832.7534,604180.1767
2020-08-10 20:00:00,158348.0748,166893.9426,276643.8842,300268.5932,324190.6192,601598.4954
2020-08-11 20:00:00,156033.5747,167527.1725,275401.9337,297789.9926,322751.4244,590203.4886
2020-08-12 20:00:00,158616.4135,168862.8393,277704.0364,301941.8723,325465.4622,605048.1557
2020-08-13 20:00:00,158503.77,168424.0321,278507.3484,301396.0433,326423.2065,606428.0198
2020-08-14 20:00:00,157938.7138,168215.6002,279147.58,301404.9913,327189.9081,605715.8319
2020-08-17 20:00:00,158732.2436,168741.5401,280949.0666,302362.4291,329317.7966,612748.6877
2020-08-18 20:00:00,159614.3836,168937.844,282057.5092,303015.6343,330633.5368,618646.4939
2020-08-19 20:00:00,158555.4392,169163.8667,282002.8181,301753.9639,330585.9585,614484.6457
2020-08-20 20:00:00,161225.8128,168202.3161,281151.187,302693.5057,329604.1385,623008.645
2020-08-21 20:00:00,162219.1898,167985.0702,281338.0019,303767.2677,329839.6289,627326.2843
2020-08-24 20:00:00,161289.799,169287.9719,284697.5557,306845.3854,333794.8492,631243.3179
2020-08-25 20:00:00,163009.6562,169580.6438,283880.3097,307919.1474,332853.3554,636206.3775
2020-08-26 20:00:00,165732.0523,169867.8418,285147.1819,311006.2131,334355.4223,649782.4599
2020-08-27 20:00:00,164637.6287,170313.8672,286119.3564,311686.2624,335512.0841,647757.1755
2020-08-28 20:00:00,164742.035,170852.9688,287363.3661,313699.5661,336987.6225,651051.0446
2020-08-31 20:00:00,165751.2446,170732.3371,287879.4605,312563.168,337609.6897,656281.1747
2020-09-01 20:00:00,167023.8785,171178.3568,290540.0181,315507.0655,340746.7304,667498.1346
2020-09-02 20:00:00,166729.1503,172160.1662,293780.4073,320070.5539,344564.1117,673818.8024
2020-09-03 20:00:00,160741.8316,171261.1575,289243.9298,309055.5455,339260.6742,639656.0378
2020-09-04 20:00:00,159619.2518,171589.7715,287367.6629,306532.2048,337076.9219,631132.0385
2020-09-08 20:00:00,158280.2308,168661.0053,275841.5636,298156.8613,323573.8757,600797.284
2020-09-09 20:00:00,159558.5877,170834.1662,281641.9538,304044.6562,330394.1585,618446.1911
2020-09-10 20:00:00,154666.2791,171811.0419,284729.2981,298765.3264,334032.4417,606116.4376
2020-09-11 20:00:00,152571.1293,172780.1415,286607.4022,298917.4427,336252.4561,601910.0777
2020-09-14 20:00:00,153008.3794,174561.0592,290736.6657,302854.57,341113.7876,612392.5937
2020-09-15 20:00:00,153017.1797,175919.0711,294811.2075,304384.6808,345911.3975,621072.3841
2020-09-16 20:00:00,150128.2921,176598.0852,295662.7509,303176.6986,346927.8361,611168.5207
2020-09-17 20:00:00,151675.0947,173826.8155,288046.7186,300510.1896,338008.6033,601620.7513
2020-09-18 20:00:00,148921.8564,174259.4306,289598.7142,297050.7106,339846.6939,593942.4752
2020-09-21 20:00:00,151774.0367,171647.2348,285224.4639,293744.657,334730.4641,596234.2569
2020-09-22 20:00:00,153166.1938,172468.0944,287854.4278,296736.2762,337833.6436,607311.541
2020-09-23 20:00:00,148689.0772,172783.2076,287438.5939,289854.6538,337362.5016,588767.6771
2020-09-24 20:00:00,150957.0026,172014.1167,284410.121,290627.2641,333824.8951,591509.1378
2020-09-25 20:00:00,154156.9576,171511.0086,284953.1682,295325.8131,334478.9851,605261.0176
2020-09-28 20:00:00,154494.8181,173845.0378,290206.5038,300230.9904,340662.092,617831.6176
2020-09-29 20:00:00,154112.8922,173737.5078,289584.7793,298595.9313,339949.307,615045.5803
2020-09-30 20:00:00,155048.3363,174110.4089,289780.1821,300859.8593,340195.6917,619258.0686
2020-10-01 20:00:00,155249.6106,175526.2384,293968.8825,302791.3852,345130.1454,629087.208
2020-10-02 20:00:00,154280.0452,172741.6644,287465.5174,299916.556,337512.2152,611390.2995
2020-10-05 20:00:00,156405.0292,173855.8688,289578.5001,305234.99,340009.936,624428.9538
2020-10-06 20:00:00,153996.1441,173903.4632,288830.1522,300895.7947,339148.2604,613284.8048
2020-10-07 20:00:00,155113.3937,175551.0904,291681.3391,306133.3741,342513.1199,623894.0346
2020-10-08 20:00:00,154561.8623,176634.4842,294250.9566,308846.4942,345547.6746,627214.991
2020-10-09 20:00:00,155973.5854,177524.8041,296013.8164,311604.5334,347635.1308,636798.9591
2020-10-12 20:00:00,158102.3377,178897.8422,301013.565,316617.5168,353524.1582,656457.2378
2020-10-13 20:00:00,157096.9246,178827.9838,302899.459,314551.2333,355756.7149,656434.9495
2020-10-14 20:00:00,155333.8563,179125.4908,303748.213,312574.7883,356771.3681,650952.0282
2020-10-15 20:00:00,156894.5722,176949.0919,298678.5289,312188.4831,350834.544,646583.5219
2020-10-16 20:00:00,155149.6689,177698.9614,300352.0913,311999.8224,352817.8899,643039.6825
2020-10-19 20:00:00,151532.2894,178345.0181,302471.2174,307256.3543,355324.8279,632541.8942
2020-10-20 20:00:00,151412.9083,179071.3614,303330.0417,308487.1405,356351.4887,633901.4804
2020-10-21 20:00:00,151213.7768,179051.9779,303464.1885,307903.1908,356526.9017,633411.1378
2020-10-22 20:00:00,150744.6972,179142.2868,304367.3418,309592.153,357605.8036,633388.8495
2020-10-23 20:00:00,150721.2792,179809.1225,304984.0353,310643.2624,358348.2465,634636.9942
2020-10-26 20:00:00,149694.2742,177907.295,302440.9982,304902.5879,355378.162,625119.891
2020-10-27 20:00:00,150303.6469,178081.8686,303536.5626,303851.4784,356683.2553,630001.0282
2020-10-28 20:00:00,146852.2476,174855.8863,298527.9484,293466.158,350815.5091,605439.3239
2020-10-29 20:00:00,148668.4549,175023.7872,300007.6399,296448.7932,352571.9113,616026.2654
2020-10-30 20:00:00,145975.7928,174113.3437,297762.0389,293358.3519,349950.4877,600402.1686
2020-11-02 21:00:00,144964.3567,176056.1748,300477.3915,296646.4378,353159.2549,601739.4665
2020-11-03 21:00:00,146390.9742,177924.1671,302666.0317,301884.0172,355749.2813,612148.1016
2020-11-04 21:00:00,148097.4599,180440.9331,312502.8348,308630.882,367329.1049,639473.5548
2020-11-05 21:00:00,148523.9589,183446.7884,319697.7244,314650.0556,375804.6501,656145.2017
2020-11-06 21:00:00,148971.6469,183296.1969,318943.2821,314578.1849,374936.5936,656635.5442
2020-11-09 21:00:00,144429.7346,190720.2227,322218.4235,318531.075,378805.4618,643217.9889
2020-11-10 21:00:00,143536.1925,190151.2636,318383.7914,318063.9153,374316.3434,631694.9389
2020-11-11 21:00:00,145400.8124,191425.4006,321299.852,320426.6655,377763.403,645825.7197
2020-11-12 21:00:00,144213.3734,190825.4575,322392.6352,317318.2564,379067.1144,642794.5112
2020-11-13 21:00:00,144583.8798,191945.0609,324355.1388,321711.3548,381393.5665,648433.4506
2020-11-16 21:00:00,145860.2044,193543.4926,323993.305,325727.1318,380987.1732,653492.8942
2020-11-17 21:00:00,145291.1458,192145.9095,324198.1103,323975.2828,381247.0553,651420.0825
2020-11-18 21:00:00,144491.9274,192328.1177,323549.6326,320076.2957,380503.5277,646605.8102
2020-11-19 21:00:00,145901.9753,191994.6076,322897.7538,321423.8719,379755.925,651665.2538
2020-11-20 21:00:00,144931.3509,191807.9207,322804.3025,319222.8308,379665.006,647207.5942
2020-11-23 21:00:00,144357.3642,192834.7506,324066.5732,321136.389,381168.6039,647229.8825
2020-11-24 21:00:00,145775.947,194357.1703,325389.534,326311.0815,382743.735,656323.508
2020-11-25 21:00:00,146118.8321,194315.3468,326588.7653,325807.9864,384173.4837,660357.69
2020-11-27 18:00:00,146454.4017,194937.8819,328810.1002,326715.3544,386805.6971,666442.3953
2020-11-30 21:00:00,146584.0711,194483.2304,329156.5483,325268.9559,387232.5921,667801.9815
2020-12-01 21:00:00,147300.0266,196375.0437,331721.7535,328826.5571,390269.7611,676360.6878
2020-12-02 21:00:00,148072.4136,195710.6772,330382.4781,329518.3129,388713.6206,677229.9315
2020-12-03 21:00:00,148118.5588,195631.5267,330713.9017,329428.4744,389122.9948,678188.3283
2020-12-04 21:00:00,148690.3304,195947.1841,330751.7096,332267.3683,389186.9364,680952.0772
2020-12-07 21:00:00,149427.0284,195471.1612,330951.6893,331584.5963,389441.7066,684807.9527
2020-12-08 21:00:00,150164.8412,194709.3514,330407.3424,332554.8512,388820.6279,687125.9357
2020-12-09 21:00:00,146833.6572,195088.8558,330219.3433,329572.2159,388618.8331,671568.7038
2020-12-10 21:00:00,148450.6576,194302.6812,327901.3468,329464.4098,385910.3284,674265.5878
2020-12-11 21:00:00,148976.2893,193339.2813,325988.1272,329078.1046,383677.9369,672772.2719
2020-12-14 21:00:00,149455.5144,194548.8711,327267.7885,327604.7547,385203.2426,677653.4091
2020-12-15 21:00:00,149882.165,196032.9648,329791.7224,332033.7884,388193.2428,684897.1059
2020-12-16 21:00:00,150473.7125,196139.8526,330268.9169,332554.8512,388774.3515,688663.8283
2020-12-17 21:00:00,150611.4805,197062.6067,332090.9126,334414.5063,390938.543,693166.0645
2020-12-18 21:00:00,149859.5928,197222.8705,332714.9979,333079.2096,391692.7653,691070.9645
2020-12-21 21:00:00,151030.4027,194969.2907,329485.5027,331888.2877,387910.3876,689778.8658
2020-12-22 21:00:00,151017.9756,195155.6457,330375.6149,331328.9153,388977.7313,691654.4784
2020-12-23 21:00:00,150191.6878,195725.1267,330487.0825,331626.6457,389128.42,688171.1978
2020-12-24 18:00:00,150685.5798,195976.2576,330824.4217,332916.8112,389545.0728,691207.9039
2020-12-28 21:00:00,150856.5658,197458.8525,333746.7846,335776.8282,393005.6263,698174.4651
2020-12-29 21:00:00,150306.287,198340.3219,335235.0959,335136.2566,394777.8469,698799.6693
2020-12-30 21:00:00,149710.3671,198821.637,336546.5918,335614.4298,396342.0229,698821.998
2020-12-31 21:00:00,150095.1943,198736.8686,336475.9979,337319.6134,396278.7034,700541.3095
2021-01-04 21:00:00,147292.2749,199481.7364,338003.5275,332727.3463,398097.5385,690649.6859
2021-01-05 21:00:00,148918.0953,199071.4898,337035.9207,335018.9688,396977.8047,696343.5099
2021-01-06 21:00:00,149260.1084,198171.6037,331572.1983,337021.8829,390562.2076,686697.5022
2021-01-07 21:00:00,151450.122,199556.9335,334649.8911,342029.1683,394206.9807,703310.071
2021-01-08 21:00:00,152229.9107,200352.3424,337183.0339,343977.9497,397210.6532,712353.2032
2021-01-11 21:00:00,151485.12,198545.1129,333910.9206,341659.2608,393375.8765,702059.6626
2021-01-12 21:00:00,151246.2708,198613.8298,333872.9852,341731.4378,393350.8542,700943.2265
2021-01-13 21:00:00,152085.703,198540.9753,334239.1735,342651.6957,393801.9446,705676.9155
2021-01-14 21:00:00,151011.5723,198970.1709,334782.9816,341451.7516,394462.3516,701903.3615
2021-01-15 21:00:00,149993.943,198040.1839,334350.8921,338961.6421,393972.9598,696343.5099
2021-01-19 21:00:00,150983.7942,199369.1748,336971.5862,341623.1722,397080.6795,706503.0782
2021-01-20 21:00:00,152669.1422,200649.1957,340969.7273,346350.7714,401811.8643,722937.0172
2021-01-21 21:00:00,153229.6455,200957.9942,342405.989,346666.5461,403524.5009,728720.1561
2021-01-22 21:00:00,153269.0853,199901.9438,341297.7355,345439.5357,402238.6035,726621.2563
2021-01-25 21:00:00,152870.037,200267.8613,344982.9046,346801.8782,406601.8949,732627.6824
2021-01-26 21:00:00,152704.3787,200789.2696,345827.8236,346260.55,407618.0588,733699.461
2021-01-27 21:00:00,149499.9958,198921.9595,343358.3005,337797.7866,404727.6785,713246.3521
2021-01-28 21:00:00,149828.2662,199900.2211,344598.7765,340702.9144,406210.1046,717466.4805
2021-01-29 21:00:00,147508.7984,198799.7554,342618.968,333882.1797,403896.6337,702372.2647
2021-02-01 21:00:00,149359.123,200815.0406,346795.2597,339439.8153,408840.0532,719922.6398
2021-02-02 21:00:00,150342.733,202646.4582,350112.2829,344239.5916,412770.9637,731667.5474
2021-02-03 21:00:00,148735.5827,203103.706,352456.0692,344510.2557,415554.8499,728764.8136
2021-02-04 21:00:00,149762.1657,203721.1857,354144.6802,348425.8626,417566.5438,737383.7001
2021-02-05 21:00:00,149777.2791,204808.2317,355274.4258,349797.2272,418919.4877,739884.5169
2021-02-08 21:00:00,149949.6057,205637.9106,357208.0124,352323.4253,421220.4096,744841.4931
2021-02-09 21:00:00,150298.1439,205122.1041,356269.2368,352088.8497,420134.4645,744685.192
2021-02-10 21:00:00,149285.6204,206084.2398,357832.4208,351935.4734,421998.8734,742988.2092
2021-02-11 21:00:00,149340.6486,206739.6096,359631.92,352503.868,424142.1584,747074.3652
2021-02-12 21:00:00,150541.3306,206290.0879,358721.7916,354245.1402,423089.9796,751249.8361
2021-02-16 21:00:00,149726.097,207025.8307,359663.4323,353938.3876,424221.7406,749217.9225
2021-02-17 21:00:00,150367.068,206028.6369,356376.1713,354019.5868,420365.6391,745622.9983
2021-02-18 21:00:00,151429.9562,204532.4132,352292.2512,352512.8901,415569.445,742363.005
2021-02-19 21:00:00,150075.7966,205244.583,353885.2607,351890.3628,417469.3624,739125.3404
2021-02-22 21:00:00,148247.5202,203671.4246,348928.4392,349183.722,411642.8007,719967.2973
2021-02-23 21:00:00,150411.1358,202445.6221,342850.9529,349607.7624,404493.5647,717823.74
2021-02-24 21:00:00,152985.5173,201772.0006,339826.3459,353460.2144,400945.3755,723740.8512
2021-02-25 21:00:00,148880.0417,201112.9784,336989.0884,344943.3182,397617.874,698509.3959
2021-02-26 21:00:00,148075.9436,202212.8235,340203.9215,343165.9574,401430.9789,701434.4584
2021-03-01 21:00:00,149973.4857,205015.0639,345969.9665,351484.3666,408254.82,722535.1003
2021-03-02 21:00:00,147255.6786,205157.4246,346669.0062,348741.6374,409100.1203,710946.4938
2021-03-03 21:00:00,143547.5377,204770.3318,345268.9163,344122.3038,407468.3453,690314.7551
2021-03-04 21:00:00,141419.6554,204652.7207,344693.2545,339863.8557,406809.3527,679016.422
2021-03-05 21:00:00,142209.6393,206658.0484,347906.4564,346116.1958,410621.9362,689242.9764
2021-03-08 21:00:00,138431.6264,207218.728,347246.6266,344392.9679,409863.693,669727.6738
2021-03-09 21:00:00,140278.5592,209466.6452,356155.2878,349310.0319,420399.2971,696142.5514
2021-03-10 21:00:00,137876.5022,210765.4398,361289.5483,351484.3666,426480.7059,694155.2952
2021-03-11 21:00:00,138755.306,212193.9797,367233.3192,355048.1103,433518.296,710142.6598
2021-03-12 21:00:00,139491.2738,211406.9125,362296.0356,355526.2835,427711.5172,704381.8496
2021-03-15 20:00:00,140822.6734,211578.7467,362668.4003,357646.4854,428172.5009,711906.6288
2021-03-16 20:00:00,140530.6815,211915.0969,365380.2614,357195.3786,431395.579,715814.1551
2021-03-17 20:00:00,142507.0758,211181.8991,361760.3902,358413.3669,427143.255,718761.5463
2021-03-18 20:00:00,140305.5969,209698.8186,356145.6363,353198.5724,420535.0742,696745.4269
2021-03-19 20:00:00,140842.8376,209547.4241,356002.281,352544.8592,420386.8276,699201.5862
2021-03-22 20:00:00,142264.72,209822.0965,359017.6958,355359.9319,423968.6126,712313.1396
2021-03-23 20:00:00,141162.852,209437.4862,360205.4476,352562.9626,425392.4424,709205.5307
2021-03-24 20:00:00,138199.9446,210190.5605,361686.3063,350770.7298,427162.5642,697244.5901
2021-03-25 20:00:00,138790.4343,209350.1801,359487.9216,352743.9962,424587.563,696037.3176
2021-03-26 20:00:00,141005.7839,210027.3396,359111.9951,358428.4517,424164.7892,706477.9891
2021-03-29 20:00:00,141173.0244,209152.288,358548.5529,358247.4181,423520.4883,706276.777
2021-03-30 20:00:00,141287.3373,208386.1385,356419.5802,357296.9916,421026.9043,702722.0302
2021-03-31 20:00:00,142616.5453,208703.03,358465.5275,358745.2605,423464.7669,713475.6983
2021-04-01 20:00:00,143267.1421,209751.0388,362884.4758,362619.3799,428706.1602,725637.851
2021-04-05 20:00:00,144914.728,211248.4591,365885.0581,367824.0962,432272.4375,740125.1212
2021-04-06 20:00:00,144946.9172,210962.3733,365513.0916,367606.8559,431854.5937,739610.9125
2021-04-07 20:00:00,145505.7145,210863.5173,364953.4296,368032.2849,431214.9445,741399.4644
2021-04-08 20:00:00,145728.952,211542.7316,368159.6966,369779.2593,435024.9071,749134.9512
2021-04-09 20:00:00,147179.9592,211490.7283,366701.9631,372467.6084,433324.1711,753673.4016
2021-04-12 20:00:00,147426.5929,211156.3569,365574.091,372603.3836,432013.0541,752689.6981
2021-04-13 20:00:00,148461.0286,211109.8916,367228.0258,373707.6887,433989.1734,761475.9592
2021-04-14 20:00:00,146550.3707,211099.3361,367511.5547,372431.4017,434345.9467,752331.9877
2021-04-15 20:00:00,147432.1427,212289.3461,370813.2443,376432.2446,438269.7875,763734.0059
2021-04-16 20:00:00,147463.5781,213003.5997,371131.2046,377690.4282,438667.5031,764628.2818
2021-04-19 20:00:00,146819.2975,212482.4678,369311.3036,375834.8336,436538.3605,757630.5726
2021-04-20 20:00:00,146026.2462,211816.8075,368573.5703,373083.1227,435688.1619,752108.4187
2021-04-21 20:00:00,147853.6426,211487.5947,367097.9827,376613.2782,433965.6648,758547.2055
2021-04-22 20:00:00,146279.5137,211395.6926,366538.6481,373173.6395,433326.1445,749403.234
2021-04-23 20:00:00,147774.3109,211667.141,367362.3103,377219.7408,434321.5536,758837.8451
2021-04-26 20:00:00,148580.2551,212001.9376,367711.9322,378007.237,434756.6173,763778.7197
2021-04-27 20:00:00,147799.3553,212174.0935,368016.4503,377925.7719,435138.3958,760469.8987
2021-04-28 20:00:00,147448.3369,212326.1014,367608.5569,377817.1517,434677.8642,757898.8554
2021-04-29 20:00:00,146485.0735,213831.3734,371320.4815,380224.8988,439088.7546,760626.397
2021-04-30 20:00:00,146712.1601,212604.0533,368278.7019,377726.6349,435513.7859,755640.8087
2021-05-03 20:00:00,145454.3876,213668.4161,369447.9675,378541.2862,436918.295,751616.567
2021-05-04 20:00:00,144029.1757,212528.5906,366352.502,376205.9526,433279.367,738090.6434
2021-05-05 20:00:00,142613.2381,213443.5134,368708.9173,376323.6244,436087.9265,735609.0277
2021-05-06 20:00:00,143777.166,213458.5109,368443.9513,379328.7824,435796.3441,741153.5385
2021-05-07 20:00:00,143666.8001,213845.1406,371681.9641,382089.545,439648.0629,747167.5442
2021-05-10 20:00:00,140624.7371,214052.2855,370095.2425,378305.9425,437793.1743,728298.3219
2021-05-11 20:00:00,143174.9194,211572.9701,362964.765,374929.6656,429380.2775,727292.2615
2021-05-12 20:00:00,141727.5581,210040.247,357144.7147,366964.1866,422516.7398,708467.7531
2021-05-13 20:00:00,141366.3078,210863.8754,360789.7068,371372.3551,426850.0397,713945.1932
2021-05-14 20:00:00,142997.8881,212369.4881,364511.2988,377074.9139,431274.395,729706.8065
2021-05-17 20:00:00,142876.2236,211752.2162,362572.1828,376115.4357,429001.6785,725280.1407
2021-05-18 20:00:00,141468.4617,211879.2227,363671.6898,372874.9341,430324.0843,720383.9799
2021-05-19 20:00:00,144169.8168,209291.7609,357231.5215,371897.3526,422725.1021,721211.1852
2021-05-20 20:00:00,146257.6343,209744.8496,358907.9599,375898.1954,424730.0291,735161.8897
2021-05-21 20:00:00,144653.3519,210517.2186,360843.7452,375590.4383,427042.065,731092.9342
2021-05-24 20:00:00,145994.1213,211749.6849,363507.1204,379419.2992,430215.3998,743389.2284
2021-05-25 20:00:00,145488.6823,212325.0879,365238.0996,378577.4929,432285.547,744417.6457
2021-05-26 20:00:00,145686.3461,212644.4528,365976.7056,379328.7824,433181.3545,747011.0459
2021-05-27 20:00:00,145316.7122,213186.9083,365498.3756,379527.9194,432636.8474,744216.4336
2021-05-28 20:00:00,145179.0122,214060.9474,366962.385,380206.7954,434391.4128,746563.9079
2021-06-01 20:00:00,144080.7677,215354.8725,368493.5142,379871.8832,436225.6053,744082.2922
2021-06-02 20:00:00,144220.6157,215693.0488,368818.317,380469.2942,436631.9208,745535.4906
2021-06-03 20:00:00,143982.1491,214394.2534,365548.2317,379057.232,432782.4056,737777.6469
2021-06-04 20:00:00,145549.3549,215386.9788,367712.1665,382524.0257,435365.9854,750297.51
2021-06-07 20:00:00,146211.0501,215350.7259,367102.1105,382152.9068,434665.4561,752533.1998
2021-06-08 20:00:00,145499.4516,215834.7361,369035.9621,382234.3719,436976.9569,752890.9102
2021-06-09 20:00:00,144915.6515,216268.6167,370573.6069,381664.116,438819.537,753069.7654
2021-06-10 20:00:00,146249.143,216929.7157,370984.1356,383438.2454,439327.6109,760917.0367
2021-06-11 20:00:00,146594.1139,217180.0391,371041.887,384071.8631,439417.9677,762906.8007
2021-06-14 20:00:00,147831.2528,217230.6012,371425.6485,384931.7727,439894.4202,770217.5064
2021-06-15 20:00:00,146990.6462,217321.9033,371072.8577,384225.7416,439498.5906,765187.2043
2021-06-16 20:00:00,146232.8193,217377.5936,371596.3961,382080.4933,440140.6442,762392.592
2021-06-17 20:00:00,148544.0689,217114.3852,370422.7412,381953.7698,438772.5052,772073.129
2021-06-18 20:00:00,148035.4313,215330.7929,368741.6404,376800.9122,436803.1493,766014.4095
2021-06-21 20:00:00,148831.9591,216321.6373,369010.6635,382195.1988,437143.6682,770774.7763
2021-06-22 20:00:00,150238.0537,216310.8212,368927.9179,384238.4892,437067.5019,777959.6614
2021-06-23 20:00:00,150291.052,216346.0173,368941.315,383775.3434,437105.2268,778340.1694
2021-06-24 20:00:00,150317.9083,217528.0211,371119.0735,386045.6661,439707.1932,783152.4756
2021-06-25 20:00:00,149817.35,217957.2156,371864.2025,387416.941,440612.0181,782190.0143
2021-06-28 20:00:00,151035.4201,218211.9883,373314.0824,388197.932,442351.9729,791702.7127
2021-06-29 20:00:00,151651.6109,218405.267,373105.4403,388406.8017,442126.8637,794567.7136
2021-06-30 20:00:00,151494.4199,218128.8084,372866.0686,388733.7281,441865.3165,793314.2757
2021-07-01 20:00:00,151696.4935,218535.7538,372479.2196,390885.994,441428.9741,793627.6352
2021-07-02 20:00:00,152560.9965,219154.3935,374582.6252,393873.7386,443943.8132,802737.4428
2021-07-06 20:00:00,152918.4993,219158.5945,375284.5687,393156.3167,444797.9322,806206.7798
2021-07-07 20:00:00,152240.1952,219547.5518,377714.2864,394545.7541,447699.9427,807907.8741
2021-07-08 20:00:00,153572.4544,216646.0621,372138.7783,391330.9773,441113.7487,803028.4194
2021-07-09 20:00:00,154791.1257,217459.7437,371477.0684,395508.371,440351.4483,808042.171
2021-07-12 20:00:00,154702.2789,217428.8983,373104.8847,396925.0523,442303.0904,811198.1486
2021-07-13 20:00:00,154844.0889,216985.2385,372725.9108,395571.94,441875.9449,811198.1486
2021-07-14 20:00:00,154110.4752,217866.0616,375134.3843,396162.2239,444753.3447,812653.0318
2021-07-15 20:00:00,153054.1103,217131.0123,375032.9693,394809.1116,444655.3463,806945.4128
2021-07-16 20:00:00,151399.4397,217764.4318,376023.2656,391712.3915,445851.7173,800409.6295
2021-07-19 20:00:00,151678.4167,215158.5856,372218.9954,385927.6093,441363.2772,793851.4634
2021-07-20 20:00:00,152949.7761,215532.609,373375.8018,391458.1153,442757.0429,803073.185
2021-07-21 20:00:00,154251.9443,216186.8404,373044.9372,394627.4858,442386.8344,809273.2261
2021-07-22 20:00:00,155135.1469,216305.38,373335.8144,395453.8832,442753.8995,814622.72
2021-07-23 20:00:00,156341.8383,217342.6618,374742.994,399522.3014,444444.8678,824135.4183
2021-07-26 20:00:00,156759.4528,217045.2585,374001.64,400503.0808,443587.8448,824784.5201
2021-07-27 20:00:00,155154.9829,216502.8909,373668.3031,398677.7414,443214.6672,815697.0953
2021-07-28 20:00:00,155270.3168,216842.2105,374787.7582,398514.2782,444564.6336,818830.6901
2021-07-29 20:00:00,155683.1329,217330.447,374420.6935,400167.0731,444151.4582,820285.5733
2021-07-30 20:00:00,156590.2728,216002.7251,370274.4359,398223.6769,439255.224,816010.4548
